timestamp,flow_l_min,temperature_c,pressure_bar,ph,anomaly
663000,4.72,22.63,8.48,7.02,False
664000,5.07,23.85,9.04,9.7,True
665000,5.54,26.34,9.44,6.99,False
666000,4.88,23.28,8.92,6.96,False
667000,4.29,25.74,8.2,7.03,False
668000,6.84,26.68,10.74,7.04,False
669000,3.27,26.14,7.83,7.02,False
670000,6.74,26.54,10.25,7.06,False
671000,5.44,22.66,9.11,7.0,False
672000,3.86,28.15,8.33,7.07,False
673000,3.73,24.12,13.46,6.95,True
674000,5.85,22.82,9.64,6.99,False
675000,5.55,23.99,9.61,6.94,False
676000,5.08,24.52,10.7,6.94,True
677000,3.79,26.44,7.91,7.01,False
678000,4.81,22.53,8.71,6.97,False
679000,5.79,27.14,9.81,7.15,False
680000,5.12,24.16,9.22,6.94,False
681000,5.79,28.1,9.68,7.14,False
682000,6.29,25.9,10.17,7.0,False
683000,4.66,24.71,8.54,6.89,False
684000,4.81,27.45,8.73,7.03,False
685000,5.28,23.94,9.35,7.02,False
686000,3.93,21.75,8.19,6.8,False
687000,4.03,24.43,8.32,4.95,True
688000,3.11,24.11,7.44,6.96,False
689000,3.46,27.48,7.81,6.97,False
690000,5.55,39.49,9.6,7.15,True
691000,2.72,25.24,7.4,6.98,False
692000,3.78,25.4,7.85,6.92,False
693000,5.38,25.45,-4.31,7.06,True
694000,2.87,23.14,7.04,6.91,False
695000,4.88,25.29,8.82,7.03,False
696000,5.5,25.2,9.25,7.08,False
697000,4.74,24.11,8.65,6.87,False
698000,5.82,22.8,9.44,7.09,False
699000,4.38,28.83,8.46,7.0,False
700000,7.02,26.7,10.8,7.07,False
701000,3.39,21.88,7.71,6.95,False
702000,17.52,23.13,9.41,6.9,True
703000,4.16,24.48,8.27,6.92,False
704000,4.52,24.97,8.44,6.89,False
705000,3.59,24.86,7.96,6.94,False
706000,4.26,24.59,8.53,6.89,False
707000,4.48,26.71,8.68,6.98,False
708000,5.24,26.87,9.39,6.98,False
709000,5.81,25.29,9.41,10.7,True
710000,4.82,20.82,8.71,6.86,False
711000,4.23,28.61,8.66,7.02,False
712000,4.96,25.58,8.75,7.01,False
713000,5.38,27.25,9.19,7.11,False
714000,4.26,23.5,8.38,7.03,False
715000,16.6,26.75,9.62,7.15,True
716000,5.41,23.81,9.28,7.04,False
717000,5.33,25.96,9.42,7.09,False
718000,6.52,24.38,10.15,7.08,False
719000,3.87,26.12,8.01,6.89,False
720000,6.44,23.5,10.13,7.1,False
721000,11.8,25.44,7.92,7.0,True
722000,6.29,25.15,9.84,7.16,False
723000,6.72,25.05,10.49,7.13,False
724000,4.68,25.23,8.56,6.97,False
725000,3.3,25.96,7.71,6.92,False
726000,4.77,25.03,8.59,6.99,False
727000,5.16,24.76,9.28,6.96,False
728000,4.88,24.61,8.65,7.04,False
729000,5.93,23.84,9.47,7.02,False
730000,5.47,25.65,9.24,7.04,False
731000,3.74,27.68,8.27,7.08,False
732000,5.13,25.1,8.94,7.01,False
733000,6.06,23.49,9.62,7.0,False
734000,7.08,24.68,10.44,7.02,False
735000,7.45,23.96,11.15,7.07,False
736000,5.89,24.79,9.87,6.98,False
737000,3.5,23.91,7.61,6.86,False
738000,3.69,25.79,7.87,7.0,False
739000,5.37,26.2,9.49,6.98,False
740000,3.93,23.18,7.97,6.86,False
741000,4.1,21.96,8.41,6.89,False
742000,6.15,27.09,10.49,7.17,True
743000,7.65,26.81,11.23,7.19,False
744000,4.08,27.88,8.55,6.99,False
745000,4.94,25.9,9.04,7.06,False
746000,5.63,24.7,9.59,7.09,False
747000,4.11,25.81,8.13,7.06,False
748000,3.25,26.75,7.41,7.04,False
749000,5.93,25.61,9.61,7.02,False
750000,5.4,24.98,9.12,7.07,False
751000,6.28,24.05,12.22,7.06,True
752000,5.04,24.78,9.19,6.9,False
753000,4.49,25.07,8.52,7.05,False
754000,6.01,22.84,9.93,7.1,False
755000,5.43,25.59,9.49,6.96,False
756000,5.98,10.65,9.51,6.97,True
757000,3.95,23.76,8.3,6.96,False
758000,4.98,27.24,9.25,7.07,False
759000,5.08,25.98,8.88,6.94,False
760000,2.65,23.15,6.95,6.83,False
761000,6.06,22.37,9.7,6.99,False
762000,5.46,23.47,9.13,6.94,False
763000,3.78,24.76,7.97,6.95,False
764000,4.04,27.54,8.33,6.97,False
765000,5.73,24.53,9.65,7.1,False
766000,5.31,24.26,9.43,7.06,False
767000,5.87,26.22,9.68,7.06,False
768000,5.85,25.0,9.9,7.05,False
769000,5.3,21.1,9.36,6.96,False
770000,5.83,25.28,9.9,7.09,False
771000,5.0,23.03,9.1,6.94,False
772000,5.17,26.09,9.01,7.1,False
773000,5.59,21.7,9.36,7.02,False
774000,5.04,20.82,9.18,6.9,False
775000,6.95,23.1,10.64,7.06,False
776000,6.47,26.04,10.03,7.0,False
777000,3.78,25.79,7.98,6.97,False
778000,5.6,24.13,9.66,7.07,False
779000,3.86,27.22,8.25,6.96,False
780000,4.77,25.28,8.62,10.68,True
781000,3.11,23.7,7.66,6.78,False
782000,5.27,25.04,9.07,6.92,False
783000,4.97,21.56,8.72,6.88,False
784000,6.31,22.26,10.12,7.1,False
785000,5.42,24.06,9.31,6.98,False
786000,4.53,26.1,8.87,7.0,False
787000,3.68,26.62,8.1,6.93,False
788000,2.19,24.25,6.72,6.88,False
789000,5.1,25.24,9.25,7.11,False
790000,6.71,5.14,10.56,6.98,True
791000,4.64,24.08,8.87,7.03,False
792000,5.22,26.15,9.29,7.11,False
793000,4.92,26.0,9.1,6.92,False
794000,5.89,24.79,9.81,7.11,False
795000,4.25,27.24,8.63,10.0,True
796000,5.94,25.89,9.65,7.11,False
797000,5.38,28.01,9.3,7.15,False
798000,6.23,23.36,9.83,7.07,False
799000,5.12,25.54,9.26,7.07,False
800000,3.07,27.14,7.43,6.9,False
801000,5.62,23.25,9.42,7.05,False
802000,6.31,26.39,10.13,7.06,False
803000,4.74,25.84,9.04,6.93,False
804000,6.35,25.45,10.29,7.16,False
805000,6.34,25.08,-4.33,7.14,True
806000,4.45,24.27,8.35,6.92,False
807000,6.24,23.35,9.96,7.1,False
808000,5.92,22.45,9.66,6.93,False
809000,4.99,26.86,8.92,7.11,False
810000,4.85,26.07,9.08,7.11,False
811000,3.39,25.9,7.98,6.95,False
812000,4.21,25.78,8.29,6.91,False
813000,5.34,25.98,9.2,7.08,False
814000,4.32,25.26,8.51,6.89,False
815000,5.48,25.27,9.54,7.06,False
816000,17.26,21.93,9.54,6.94,True
817000,4.25,27.99,8.28,6.96,False
818000,5.57,25.25,9.31,6.95,False
819000,5.15,25.54,9.36,6.97,False
820000,5.42,27.94,9.61,6.98,False
821000,2.72,23.28,6.95,6.82,False
822000,4.25,25.7,8.28,6.88,False
823000,6.51,26.33,10.31,7.16,False
824000,5.51,27.69,9.63,7.14,False
825000,5.07,23.71,8.89,6.94,False
826000,5.0,23.23,9.1,6.95,False
827000,3.57,23.26,7.93,6.87,False
828000,6.22,24.02,10.19,6.98,False
829000,4.22,23.13,8.29,7.01,False
830000,3.61,24.64,7.78,7.02,False
831000,4.95,24.14,8.84,7.03,False
832000,5.81,26.94,9.59,7.06,False
833000,16.31,26.6,10.63,7.07,True
834000,6.48,25.16,10.16,7.16,False
835000,6.51,26.59,10.33,7.18,False
836000,6.51,23.91,10.39,7.08,False
837000,5.97,26.63,9.71,7.16,False
838000,6.26,27.29,9.98,7.14,False
839000,6.1,24.17,9.86,6.95,False
840000,4.24,22.32,8.58,6.93,False
841000,3.87,24.42,7.88,7.03,False
842000,4.06,6.84,8.06,6.81,True
843000,4.77,27.87,8.81,6.97,False
844000,5.26,24.45,9.07,7.01,False
845000,4.25,23.63,8.14,7.01,False
846000,4.38,26.14,8.3,7.06,False
847000,4.49,45.06,8.83,7.04,True
848000,6.45,25.53,10.35,7.05,False
849000,4.84,23.86,9.08,6.87,False
850000,2.72,27.15,7.37,6.88,False
851000,4.86,24.65,8.77,6.93,False
852000,6.01,27.58,9.86,7.05,False
853000,3.78,25.21,7.84,6.99,False
854000,5.42,36.4,9.41,7.17,True
855000,4.59,22.71,8.87,6.9,False
856000,4.47,25.04,8.75,6.99,False
857000,4.38,25.96,8.52,6.97,False
858000,7.21,24.43,10.89,7.05,False
859000,4.59,26.5,8.86,5.04,True
860000,3.18,24.21,7.43,9.87,True
861000,3.09,25.58,7.5,6.86,False
862000,5.7,26.25,9.38,7.12,False
863000,3.59,24.58,7.77,6.89,False
864000,5.29,24.07,9.36,7.04,False
865000,5.36,25.59,9.14,10.32,True
866000,5.78,27.12,9.81,7.13,False
867000,5.34,22.55,9.02,6.95,False
868000,6.2,25.39,10.13,2.47,True
869000,4.75,29.14,9.02,6.98,False
870000,4.71,29.24,9.03,7.14,False
871000,6.16,26.98,10.08,7.0,False
872000,5.09,22.64,9.0,6.95,False
873000,5.21,24.89,9.31,7.03,False
874000,4.69,24.46,8.71,7.06,False
875000,5.44,25.86,9.28,7.02,False
876000,5.66,24.99,9.7,6.98,False
877000,4.53,26.01,8.87,7.0,False
878000,5.12,26.56,8.91,7.09,False
879000,7.56,23.01,11.26,7.16,False
880000,4.24,24.44,8.35,6.97,False
881000,6.18,25.43,10.16,7.14,False
882000,5.87,24.16,9.55,6.94,False
883000,4.63,23.76,8.84,6.95,False
884000,4.7,28.73,9.04,7.07,False
885000,4.35,25.49,8.48,7.06,False
886000,5.67,29.16,9.76,7.08,False
887000,5.42,25.0,9.15,7.01,False
888000,4.11,28.01,8.31,7.06,False
889000,5.31,29.46,9.49,7.13,False
890000,4.9,24.23,8.66,7.07,False
891000,5.31,22.15,9.01,7.01,False
892000,4.27,25.15,8.46,6.98,False
893000,4.93,26.06,8.81,7.01,False
894000,4.83,24.01,8.62,6.98,False
895000,6.36,23.46,9.94,7.1,False
896000,4.99,23.79,8.94,7.07,False
897000,4.85,23.03,9.06,6.99,False
898000,4.47,23.24,8.41,6.92,False
899000,6.46,27.11,10.21,7.14,False
900000,5.3,26.84,9.41,7.12,False
901000,4.91,24.22,9.01,7.0,False
902000,6.18,23.14,10.1,2.89,True
903000,5.73,23.58,9.44,7.05,False
904000,4.57,23.61,8.42,6.94,False
905000,5.81,24.44,9.76,7.11,False
906000,4.21,22.11,8.53,6.89,False
907000,6.03,25.51,9.68,7.07,False
908000,5.98,27.85,9.68,7.15,False
909000,3.88,24.45,8.06,6.98,False
910000,5.69,26.96,9.47,7.13,False
911000,5.09,25.06,9.21,7.06,False
912000,3.96,21.06,8.24,6.9,False
913000,5.49,24.76,9.64,7.02,False
914000,6.58,24.94,10.06,7.16,False
915000,5.19,24.03,9.09,7.09,False
916000,4.78,22.85,8.85,11.81,True
917000,4.3,25.51,8.6,6.89,False
918000,5.44,24.12,9.55,7.09,False
919000,3.59,27.42,7.69,7.07,False
920000,6.73,26.73,10.32,7.09,False
921000,5.53,24.36,9.6,6.95,False
922000,4.53,28.01,8.87,7.04,False
923000,4.63,24.65,8.95,6.96,False
924000,16.04,27.6,9.41,6.99,True
925000,3.38,22.55,7.5,6.92,False
926000,4.98,24.48,8.95,7.04,False
927000,6.82,24.78,10.51,7.04,False
928000,5.17,26.89,9.1,7.0,False
929000,4.96,24.93,8.9,6.99,False
930000,4.27,27.49,8.27,7.1,False
931000,3.99,24.63,8.04,6.97,False
932000,4.67,26.71,8.7,6.92,False
933000,5.52,24.05,9.55,6.96,False
934000,3.85,26.65,8.34,6.89,False
935000,3.6,25.03,7.78,7.02,False
936000,13.57,25.53,8.76,7.06,True
937000,4.77,28.88,9.06,6.98,False
938000,3.63,23.6,8.11,6.92,False
939000,6.37,23.34,10.07,7.03,False
940000,4.91,24.57,8.91,7.08,False
941000,4.82,25.47,9.05,6.97,False
942000,4.33,22.0,8.58,6.96,False
943000,6.27,22.48,9.84,6.92,False
944000,4.56,26.71,8.84,7.0,False
945000,4.43,26.22,8.48,7.03,False
946000,5.73,25.45,9.44,7.08,False
947000,4.06,22.09,8.37,6.92,False
948000,3.7,25.55,8.16,6.98,False
949000,3.82,28.73,8.28,6.96,False
950000,5.47,22.14,9.38,6.89,False
951000,5.71,25.51,9.78,7.04,False
952000,6.03,29.88,9.73,12.84,True
953000,3.61,23.82,7.78,6.92,False
954000,5.32,25.85,9.37,6.94,False
955000,3.24,25.19,7.61,6.88,False
956000,4.13,20.15,8.22,6.85,False
957000,4.78,25.1,8.66,6.98,False
958000,4.44,23.9,8.76,7.02,False
959000,6.76,25.32,10.32,7.08,False
960000,3.89,25.87,8.1,6.86,False
961000,6.22,23.25,9.77,7.01,False
962000,3.34,25.27,7.7,6.9,False
963000,4.11,27.82,8.36,6.92,False
964000,6.44,25.01,10.24,7.13,False
965000,4.48,24.58,8.35,6.93,False
966000,5.91,23.69,9.49,7.07,False
967000,6.76,23.21,10.62,7.11,False
968000,6.01,24.95,9.67,7.1,False
969000,6.27,29.24,10.11,7.21,False
970000,3.57,28.32,7.96,7.06,False
971000,2.87,23.08,7.19,6.89,False
972000,14.19,23.77,7.38,6.92,True
973000,4.68,22.64,8.6,6.88,False
974000,3.85,26.55,7.95,6.94,False
975000,3.78,22.99,7.91,6.82,False
976000,5.46,26.7,9.5,7.0,False
977000,4.97,23.84,8.91,6.9,False
978000,5.17,27.78,9.06,7.11,False
979000,4.5,23.83,8.54,7.0,False
980000,4.95,26.46,9.12,7.12,False
981000,4.37,21.4,8.58,6.92,False
982000,6.37,26.19,10.26,7.17,False
983000,3.56,26.86,8.02,7.06,False
984000,4.4,25.2,8.67,7.07,False
985000,4.59,24.7,8.85,7.02,False
986000,5.07,23.6,8.91,6.97,False
987000,5.9,27.13,10.01,7.11,False
988000,4.13,21.3,8.26,6.95,False
989000,4.5,25.62,8.42,6.99,False
990000,4.39,25.27,8.27,7.05,False
991000,6.05,25.85,9.69,6.98,False
992000,7.15,23.67,10.7,7.11,False
993000,5.27,26.2,9.32,7.03,False
994000,3.68,27.89,8.23,7.01,False
995000,11.57,20.01,9.07,7.01,True
996000,3.44,27.78,7.62,7.03,False
997000,4.92,24.03,9.07,6.96,False
998000,4.14,24.72,8.14,7.03,False
999000,5.74,13.03,9.54,7.08,True
1000000,15.17,23.72,9.25,7.09,True
1001000,3.33,23.81,7.84,6.88,False
1002000,5.35,22.68,9.28,6.92,False
1003000,4.82,23.84,8.78,6.95,False
1004000,4.81,25.17,8.89,6.89,False
1005000,2.86,2.87,7.31,6.8,True
1006000,5.87,24.76,9.46,6.95,False
1007000,5.33,26.95,9.29,7.13,False
1008000,3.8,21.13,8.09,6.95,False
1009000,6.25,25.42,9.94,7.13,False
1010000,4.57,24.06,8.43,7.03,False
1011000,5.29,25.86,9.19,7.08,False
1012000,5.01,25.16,8.77,6.96,False
1013000,4.77,20.37,8.73,6.96,False
1014000,4.33,26.76,8.56,7.09,False
1015000,5.55,23.4,9.4,6.96,False
1016000,4.57,31.58,8.64,7.13,False
1017000,6.29,25.38,10.08,7.03,False
1018000,19.26,23.84,7.41,6.96,True
1019000,4.79,26.32,9.02,7.03,False
1020000,3.26,28.08,7.56,7.07,False
1021000,4.43,27.71,8.4,7.05,False
1022000,3.84,22.45,8.22,6.97,False
1023000,2.71,24.94,13.42,6.86,True
1024000,5.29,22.56,9.24,6.91,False
1025000,4.7,25.21,8.74,7.09,False
1026000,3.47,21.01,7.75,6.77,False
1027000,5.78,21.39,9.59,6.89,False
1028000,3.96,22.44,8.11,6.8,False
1029000,3.4,25.32,7.96,6.93,False
1030000,5.15,22.13,8.9,6.86,False
1031000,6.13,25.36,9.91,7.0,False
1032000,5.05,26.13,8.95,6.97,False
1033000,6.01,26.7,10.05,7.12,False
1034000,5.53,25.6,9.51,7.05,False
1035000,6.15,23.59,9.93,7.11,False
1036000,4.48,25.58,8.57,7.04,False
1037000,6.33,25.39,9.88,7.16,False
1038000,4.85,26.42,8.99,6.93,False
1039000,5.29,23.65,9.03,6.93,False
1040000,5.77,23.58,9.62,7.08,False
1041000,5.98,26.63,9.95,7.14,False
1042000,6.32,27.81,10.13,7.19,False
1043000,4.78,25.19,8.75,7.03,False
1044000,5.29,26.98,9.52,6.97,False
1045000,4.96,22.66,8.93,6.93,False
1046000,5.6,26.19,9.62,7.04,False
1047000,4.8,25.25,8.87,7.09,False
1048000,3.55,26.09,7.71,6.95,False
1049000,4.13,24.58,8.08,6.94,False
1050000,4.43,26.69,8.66,7.1,False
1051000,4.57,25.21,8.64,7.01,False
1052000,12.08,24.82,9.64,7.12,True
1053000,4.25,27.61,8.55,6.97,False
1054000,6.22,24.07,9.84,6.99,False
1055000,4.93,24.14,9.02,7.05,False
1056000,5.4,25.79,9.22,7.1,False
1057000,3.72,22.86,8.14,6.92,False
1058000,4.07,24.38,8.45,6.94,False
1059000,7.6,25.44,11.32,7.06,False
1060000,4.65,24.29,8.52,6.91,False
1061000,5.93,22.73,9.77,6.94,False
1062000,6.17,26.27,9.77,7.01,False
1063000,4.13,25.84,8.32,6.94,False
1064000,2.8,26.19,7.02,6.86,False
1065000,5.79,23.05,9.38,7.01,False
1066000,4.36,24.35,8.35,6.93,False
1067000,3.14,22.39,7.33,6.83,False
1068000,14.73,24.57,8.6,6.92,True
1069000,3.98,26.15,8.22,6.98,False
1070000,5.7,26.65,9.5,7.16,False
1071000,4.04,24.31,7.98,6.91,False
1072000,4.47,23.59,8.37,6.9,False
1073000,5.94,22.9,9.47,6.95,False
1074000,4.32,25.96,8.29,6.97,False
1075000,5.46,25.82,9.37,7.08,False
1076000,4.53,26.65,8.52,7.06,False
1077000,12.08,25.53,9.3,7.0,True
1078000,6.18,23.88,9.8,7.02,False
1079000,4.37,23.26,8.57,6.96,False
1080000,6.04,25.83,9.8,7.07,False
1081000,4.24,25.25,8.27,6.99,False
1082000,4.07,28.37,8.55,6.93,False
1083000,4.04,26.05,8.01,6.91,False
1084000,4.45,25.56,8.44,6.98,False
1085000,4.01,24.07,8.39,6.85,False
1086000,7.09,24.09,10.49,7.11,False
1087000,6.42,28.02,10.12,7.18,False
1088000,5.41,27.49,9.45,7.01,False
1089000,8.59,24.91,12.0,7.23,False
1090000,10.97,22.96,9.78,7.09,True
1091000,4.37,23.57,8.4,6.88,False
1092000,7.25,26.21,10.83,7.23,False
1093000,4.18,23.54,8.44,6.97,False
1094000,6.24,22.54,10.12,6.95,False
1095000,4.23,25.93,8.43,7.01,False
1096000,4.6,25.74,8.6,6.99,False
1097000,5.44,22.86,9.32,7.0,False
1098000,5.48,22.46,9.27,6.88,False
1099000,4.0,25.04,8.14,6.96,False
1100000,6.0,23.61,9.55,6.97,False
1101000,4.5,25.37,8.59,7.02,False
1102000,4.3,24.72,8.31,6.9,False
1103000,5.23,28.57,9.46,7.05,False
1104000,14.85,21.67,9.61,7.07,True
1105000,4.72,25.16,8.83,7.0,False
1106000,3.97,25.67,8.09,6.9,False
1107000,5.12,27.18,9.18,7.05,False
1108000,4.71,26.83,8.74,6.94,False
1109000,3.52,27.26,8.05,7.07,False
1110000,5.94,24.28,9.54,6.99,False
1111000,6.29,24.49,10.04,7.1,False
1112000,3.75,25.57,7.98,6.98,False
1113000,6.09,24.23,9.77,7.13,False
1114000,4.01,26.9,8.43,6.92,False
1115000,3.71,24.67,8.14,6.93,False
1116000,4.79,26.59,8.97,6.99,False
1117000,3.53,24.25,7.72,6.81,False
1118000,5.02,24.64,8.79,6.95,False
1119000,3.81,25.76,8.15,7.03,False
1120000,4.46,29.33,8.52,7.07,False
1121000,4.69,28.54,8.84,4.57,True
1122000,7.26,27.26,10.64,7.2,False
1123000,5.41,25.36,9.42,6.98,False
1124000,5.52,26.62,9.34,7.04,False
1125000,3.3,25.16,7.75,6.99,False
1126000,4.22,21.56,8.26,6.9,False
1127000,5.35,27.41,9.47,7.1,False
1128000,5.01,28.88,9.06,7.14,False
1129000,5.63,26.48,9.3,6.98,False
1130000,5.5,23.78,9.37,6.91,False
1131000,5.66,25.28,9.6,7.05,False
1132000,3.81,22.92,8.02,6.85,False
1133000,4.19,22.45,8.27,6.85,False
1134000,4.71,27.42,8.68,7.01,False
1135000,4.49,23.37,8.52,6.87,False
1136000,4.57,24.8,8.51,6.92,False
1137000,4.74,22.03,8.51,6.96,False
1138000,4.16,23.14,8.44,6.85,False
1139000,4.99,21.94,8.82,6.92,False
1140000,5.07,26.76,8.93,6.95,False
1141000,4.55,20.69,8.34,6.88,False
1142000,5.98,26.1,9.89,6.98,False
1143000,4.32,26.05,8.4,6.95,False
1144000,6.13,22.97,9.98,7.01,False
1145000,5.26,21.67,8.91,6.87,False
1146000,3.98,23.64,8.4,7.02,False
1147000,5.62,24.35,9.51,7.08,False
1148000,4.22,37.15,8.37,6.92,True
1149000,4.65,24.73,8.82,6.92,False
1150000,5.73,25.53,9.43,7.14,False
1151000,4.76,22.12,8.95,7.01,False
1152000,10.75,25.85,9.43,7.11,True
1153000,4.13,20.81,8.36,6.9,False
1154000,4.35,30.87,8.62,7.08,False
1155000,3.23,25.48,7.38,6.95,False
1156000,6.02,21.23,9.52,1.09,True
1157000,4.9,23.72,8.78,7.0,False
1158000,6.3,27.27,10.25,7.08,False
1159000,4.94,23.94,8.92,6.93,False
1160000,4.62,26.31,8.53,6.96,False
1161000,3.77,21.05,7.9,6.87,False
1162000,4.93,13.08,8.85,7.04,True
1163000,4.61,22.41,8.54,7.03,False
1164000,3.16,24.64,7.54,6.83,False
1165000,4.19,29.68,8.29,7.07,False
1166000,3.36,22.04,7.57,6.9,False
1167000,5.79,23.02,9.8,7.05,False
1168000,6.02,24.42,10.01,7.11,False
1169000,3.13,24.51,7.39,6.82,False
1170000,3.58,24.9,8.05,2.68,True
1171000,5.28,26.26,9.4,6.99,False
1172000,4.89,29.39,9.21,7.0,False
1173000,5.53,25.31,9.3,7.07,False
1174000,5.86,22.01,9.69,6.89,False
1175000,6.13,27.32,10.17,7.19,False
1176000,5.35,24.15,9.28,6.95,False
1177000,6.82,26.25,10.34,7.02,False
1178000,6.1,29.15,10.2,7.19,False
1179000,5.4,24.74,9.19,7.02,False
1180000,5.13,29.41,9.01,7.09,False
1181000,18.29,26.44,10.2,7.11,True
1182000,4.85,25.52,8.91,7.07,False
1183000,5.17,23.28,9.17,6.91,False
1184000,4.98,26.23,14.08,7.1,True
1185000,3.72,23.38,8.1,6.96,False
1186000,5.95,22.81,9.81,6.94,False
1187000,5.92,23.65,9.62,7.07,False
1188000,6.56,20.78,10.36,6.94,False
1189000,7.05,23.61,10.71,7.13,False
1190000,3.38,25.44,7.59,6.96,False
1191000,3.84,23.8,8.15,6.9,False
1192000,3.75,23.23,7.97,6.86,False
1193000,5.38,28.0,9.45,7.03,False
1194000,6.55,25.38,10.1,7.13,False
1195000,6.31,23.74,10.09,6.96,False
1196000,5.53,26.58,9.69,7.01,False
1197000,4.54,23.17,8.83,6.86,False
1198000,6.27,22.05,9.79,6.98,False
1199000,4.92,24.38,8.98,5.58,True
1200000,5.18,26.83,9.13,7.1,False
1201000,5.62,24.27,9.39,7.02,False
1202000,5.43,27.29,9.31,7.05,False
1203000,4.87,24.33,8.69,6.94,False
1204000,4.69,12.01,8.87,7.1,True
1205000,5.83,26.71,9.88,6.99,False
1206000,4.99,24.01,8.84,7.03,False
1207000,5.14,24.61,9.0,7.01,False
1208000,3.72,21.82,7.73,6.84,False
1209000,5.52,29.07,9.71,7.13,False
1210000,5.66,24.01,9.74,6.94,False
1211000,4.85,26.27,8.83,6.96,False
1212000,5.85,25.08,9.54,6.97,False
1213000,3.8,24.36,8.24,10.76,True
1214000,3.95,27.55,8.06,7.09,False
1215000,4.63,23.64,8.84,6.87,False
1216000,3.83,26.54,8.24,6.97,False
1217000,3.61,24.06,7.9,6.95,False
1218000,3.78,27.07,8.15,7.05,False
1219000,5.49,25.98,9.47,6.99,False
1220000,2.72,26.08,7.41,6.95,False
1221000,5.1,24.18,8.82,7.06,False
1222000,10.54,26.36,9.53,6.99,True
1223000,3.98,22.8,8.24,6.93,False
1224000,5.59,24.94,9.54,7.05,False
1225000,5.67,24.49,9.32,6.94,False
1226000,5.24,24.41,9.05,7.03,False
1227000,4.1,24.48,8.44,7.03,False
1228000,4.41,22.83,8.72,6.98,False
1229000,6.09,25.04,9.92,7.01,False
1230000,5.86,23.12,9.59,6.94,False
1231000,4.56,23.2,8.63,6.92,False
1232000,5.28,25.36,9.06,7.05,False
1233000,4.64,24.91,8.64,7.01,False
1234000,4.4,24.81,8.34,6.89,False
1235000,4.67,25.81,8.95,11.09,True
1236000,5.14,28.02,9.3,7.08,False
1237000,6.14,27.45,10.0,7.17,False
1238000,3.25,28.89,7.79,7.06,False
1239000,3.6,20.78,7.98,6.89,False
1240000,5.35,22.94,9.49,6.96,False
1241000,6.24,22.66,9.9,6.92,False
1242000,5.61,22.6,9.46,6.95,False
1243000,5.74,20.41,9.65,7.03,False
1244000,4.64,25.87,8.91,6.97,False
1245000,10.6,23.98,9.01,7.04,True
1246000,3.55,23.49,7.7,6.97,False
1247000,3.3,22.83,7.78,6.86,False
1248000,4.9,22.11,8.65,6.97,False
1249000,5.01,26.84,9.13,7.01,False
1250000,5.29,23.01,9.06,7.05,False
1251000,4.34,27.07,8.61,7.07,False
1252000,6.31,24.51,10.07,7.12,False
1253000,6.39,24.07,10.33,7.1,False
1254000,3.08,28.42,7.44,6.9,False
1255000,7.27,22.0,10.95,7.04,False
1256000,5.54,27.3,9.63,7.0,False
1257000,5.58,22.96,9.53,6.99,False
1258000,4.09,30.63,8.56,7.09,False
1259000,6.22,24.67,14.22,7.13,True
1260000,4.57,28.78,8.89,7.06,False
1261000,4.78,6.22,8.92,7.1,True
1262000,3.69,24.8,8.16,6.85,False
1263000,4.42,22.14,8.55,7.0,False
1264000,5.23,23.72,9.21,6.96,False
1265000,4.9,25.08,9.11,6.91,False
1266000,13.16,20.26,9.42,6.87,True
1267000,4.27,25.36,8.48,7.07,False
1268000,5.42,25.3,9.35,6.96,False
1269000,7.43,23.05,10.95,7.13,False
1270000,6.46,24.32,10.03,7.07,False
1271000,5.4,25.76,9.29,7.07,False
1272000,2.81,27.06,7.24,6.94,False
1273000,4.23,25.96,8.54,7.02,False
1274000,5.15,27.91,9.28,6.97,False
1275000,6.13,22.52,9.8,7.05,False
1276000,5.43,25.41,9.51,7.08,False
1277000,4.59,26.32,8.62,7.06,False
1278000,3.91,24.19,7.98,7.01,False
1279000,6.25,24.59,10.09,6.98,False
1280000,6.76,21.18,10.38,7.01,False
1281000,4.56,27.23,8.54,7.08,False
1282000,3.77,24.11,7.91,6.86,False
1283000,3.64,21.65,7.62,6.89,False
1284000,3.76,24.18,7.91,6.95,False
1285000,6.37,27.66,10.26,7.08,False
1286000,5.9,25.81,9.57,7.07,False
1287000,5.16,25.14,12.88,7.07,True
1288000,3.56,25.49,7.97,6.86,False
1289000,5.39,24.25,9.13,6.96,False
1290000,5.48,22.23,9.17,7.04,False
1291000,4.72,26.47,8.62,6.95,False
1292000,4.87,27.74,8.71,7.04,False
1293000,4.11,25.91,8.09,6.97,False
1294000,4.67,22.52,8.86,6.91,False
1295000,5.31,24.48,9.39,6.92,False
1296000,5.27,22.19,9.0,7.05,False
1297000,2.31,25.81,6.88,6.84,False
1298000,8.0,21.69,11.28,7.08,False
1299000,3.66,25.43,8.16,6.96,False
1300000,5.37,24.97,9.42,7.03,False
1301000,4.8,26.53,8.94,6.97,False
1302000,4.54,26.75,8.46,6.96,False
1303000,6.3,25.83,10.05,7.16,False
1304000,5.25,24.97,9.15,7.0,False
1305000,3.94,20.54,7.88,6.88,False
1306000,4.97,25.86,8.93,7.1,False
1307000,3.4,27.45,7.8,6.97,False
1308000,6.33,24.43,10.22,7.09,False
1309000,4.89,24.4,8.69,7.07,False
1310000,6.41,21.92,10.05,6.92,False
1311000,4.41,25.32,8.46,7.05,False
1312000,4.41,24.86,8.47,7.02,False
